model,Price,Rating,SIM,RAM,Processor,Display,Camera,OS,SIM_Type,Supports_3G,Supports_4G,Supports_5G,VoLTE,WiFi,NFC,IR_Blaster,RAM_GB,Storage_GB,Chipset,Cores,ClockSpeed_GHz,Core_Word,Display_Size,Resolution,RefreshRate_Hz,Rear_Main_MP,Front_MP,Resolution_Width,Resolution_Height,Card_Support,Card_Capacity_GB,OS_Name,OS_Version
Nothing Phone 3a Pro (12GB RAM + 256GB),32999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen 3, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 7s Gen 3,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,50.0,1080.0,2392.0,No,0,Android,15.0
Samsung Galaxy F06 5G (6GB RAM + 128GB),9999,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.7 inches, 720 x 1600 px Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.7,720 x 1600,,50.0,8.0,720.0,1600.0,Yes,1,Android,15.0
Samsung Galaxy S25 Ultra (12GB RAM + 512GB),125999,93.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 512 GB inbuilt","Snapdragon 8 Elite for Galaxy, Octa Core, 4.47 GHz Processor","6.9 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",200 MP Quad Rear & 12 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,12,512,Snapdragon 8 Elite for Galaxy,8.0,4.47,Octa,6.9,1440 x 3120,120.0,200.0,12.0,1440.0,3120.0,No,0,Android,15.0
Xiaomi Redmi Note 14 Pro Plus (12GB RAM + 512GB),32999,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 512 GB inbuilt","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 20 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,12,512,Snapdragon 7s Gen3,8.0,2.5,Octa,6.67,1220 x 2712,120.0,50.0,20.0,1220.0,2712.0,No,0,Android,14.0
Vivo X Fold 5 5G,149999,94.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","8.03 inches, 2200 x 2480 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",Android v15,Dual Sim,1,1,1,1,1,1,1,16,512,Snapdragon 8 Gen3,8.0,3.3,Octa,8.03,2200 x 2480,120.0,,,2200.0,2480.0,Yes,50,Android,15.0
Samsung Galaxy M35 5G (8GB RAM + 128GB),16499,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Exynos 1380, Octa Core, 2.4 GHz Processor","6.6 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,8,128,Exynos 1380,8.0,2.4,Octa,6.6,1080 x 2340,120.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
Samsung Galaxy M55 (12GB RAM + 256GB),23900,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 7 Gen1,8.0,2.4,Octa,6.67,1080 x 2400,120.0,50.0,50.0,1080.0,2400.0,Yes,1,Android,14.0
Samsung Galaxy S23 FE 5G,34999,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Exynos 2200, Octa Core, 2.8 GHz Processor","6.4 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 8 MP Triple Rear & 10 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,1,0,8,128,Exynos 2200,8.0,2.8,Octa,6.4,1080 x 2340,120.0,50.0,10.0,1080.0,2340.0,No,0,Android,13.0
Samsung Galaxy M36 5G (8GB RAM + 256GB),21999,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Exynos 1380, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,8,256,Exynos 1380,8.0,2.4,Octa,6.7,1080 x 2340,120.0,50.0,13.0,1080.0,2340.0,Yes,0,Android,15.0
Tecno Spark Go 2,6998,64.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Unisoc T7250, Octa Core, 1.8 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",13 MP Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,0,1,1,0,1,4,64,Unisoc T7250,8.0,1.8,Octa,6.67,720 x 1600,120.0,13.0,8.0,720.0,1600.0,Yes,1,Android,15.0
OnePlus 13s (12GB RAM + 512GB),59998,88.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","12 GB RAM, 512 GB inbuilt","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","6.32 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,12,512,Snapdragon 8 Elite,8.0,4.32,Octa,6.32,1216 x 2640,120.0,50.0,32.0,1216.0,2640.0,No,0,Android,15.0
iQOO Neo 10 (16GB RAM + 512GB),40998,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,16,512,Snapdragon 8s Gen4,8.0,3.2,Octa,6.78,1260 x 2800,144.0,50.0,32.0,1260.0,2800.0,Yes,15,No,14.0
Lava Bold 5G,11998,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,1080 x 2400,120.0,64.0,16.0,1080.0,2400.0,Yes,0,Android,14.0
Realme P3 Ultra (12GB RAM + 256GB),26999,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","12 GB RAM, 256 GB inbuilt","Dimensity 8350 Ultra, Octa Core, 3.35 GHz Processor","6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,12,256,Dimensity 8350 Ultra,8.0,3.35,Octa,6.83,1272 x 2800,120.0,50.0,16.0,1272.0,2800.0,No,0,Android,15.0
Realme GT 7T,30968,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 8400-MAX, Octa Core, 3.25 GHz Processor","6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 8400-MAX,8.0,3.25,Octa,6.8,1280 x 2800,120.0,50.0,32.0,1280.0,2800.0,No,0,Android,15.0
Xiaomi Redmi Note 14 (8GB RAM + 128GB),17999,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 7025 Ultra,8.0,2.5,Octa,6.67,1080 x 2400,120.0,50.0,20.0,1080.0,2400.0,Yes,1,Android,14.0
Infinix Zero 40 5G,25999,88.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Dimensity 8200 Ultimate, Octa Core, 3.1 GHz Processor","6.78 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",108 MP + 50 MP + 2 MP Triple Rear & 50 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,1,1,12,256,Dimensity 8200 Ultimate,8.0,3.1,Octa,6.78,1080 x 2400,144.0,108.0,50.0,1080.0,2400.0,Yes,14,Bluetooth,14.0
Poco F6 5G (12GB RAM +256GB),23999,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 20 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,12,256,Snapdragon 8s Gen3,8.0,3.0,Octa,6.67,1220 x 2712,120.0,50.0,20.0,1220.0,2712.0,No,0,Android,14.0
Vivo T3x 5G,12499,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","6.72 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Snapdragon 6 Gen1,8.0,2.2,Octa,6.72,1080 x 2408,120.0,50.0,8.0,1080.0,2408.0,Yes,1,Android,14.0
Samsung Galaxy S25 Plus,99999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 8Elite, Octa Core, 4.47 GHz Processor","6.7 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 10 MP Triple Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 8Elite,8.0,4.47,Octa,6.7,1440 x 3120,120.0,50.0,12.0,1440.0,3120.0,Yes,15,No,14.0
Realme C71,7699,64.0,"Dual Sim, 3G, 4G, Wi-Fi","4 GB RAM, 64 GB inbuilt","Unisoc UMS9230E, Octa Core, 1.8 GHz Processor","6.75 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",13 MP Rear & 5 MP Front Camera,Android v15,Dual Sim,1,1,0,0,1,0,0,4,64,Unisoc UMS9230E,8.0,1.8,Octa,6.75,720 x 1600,90.0,13.0,5.0,720.0,1600.0,Yes,0,Android,15.0
iQOO Z10 5G (8GB RAM + 256GB),23998,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,8,256,Snapdragon 7s Gen3,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,32.0,1080.0,2392.0,No,0,Android,15.0
Infinix Note 50X 5G (8GB RAM + 128 GB),12450,76.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,8,128,Dimensity 7300 Ultimate,8.0,2.5,Octa,6.67,720 x 1600,120.0,50.0,8.0,720.0,1600.0,Yes,0,Android,15.0
Vivo Y19e,7999,63.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Unisoc T7225, Octa Core, 1.8 GHz Processor","6.74 inches, 720 x 1600 px Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,64,Unisoc T7225,8.0,1.8,Octa,6.74,720 x 1600,,13.0,5.0,720.0,1600.0,Yes,0,Android,14.0
Realme GT 6 5G (12GB RAM + 256GB),29999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,12,256,Snapdragon 8s Gen3,8.0,3.0,Octa,6.78,1264 x 2780,120.0,50.0,32.0,1264.0,2780.0,No,0,Android,14.0
Oppo Find X8 Pro 5G,85999,93.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Dimensity 9400, Octa Core, 3.63 GHz Processor","6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP Quad Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,16,512,Dimensity 9400,8.0,3.63,Octa,6.78,1264 x 2780,120.0,50.0,32.0,1264.0,2780.0,Yes,15,No,14.0
Tecno Camon 30 5G (12GB RAM + 512GB),23999,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","12 GB RAM, 512 GB inbuilt","Dimensit 7020, Octa Core, 2.2 GHz Processor","6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + 2 MP + 0.08 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,1,12,512,Dimensit 7020,8.0,2.2,Octa,6.78,1080 x 2436,120.0,50.0,50.0,1080.0,2436.0,Yes,1,Android,14.0
OPPO Reno 13 Pro 5G,49999,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Dimensity 8350, Octa Core, 3.35 GHz Processor","6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,12,256,Dimensity 8350,8.0,3.35,Octa,6.83,1272 x 2800,120.0,50.0,50.0,1272.0,2800.0,Yes,15,No,14.0
CMF Phone (1),15999,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 7300, Octa Core, 2.5 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 7300,8.0,2.5,Octa,6.67,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,2,Android,14.0
Realme P1 5G,13999,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 7050, Octa Core, 2.6 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 7050,8.0,2.6,Octa,6.67,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,2,Android,14.0
Honor 200 Pro,38000,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 512 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.78 inches, 1224 x 2700 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 12 MP Triple Rear & 50 MP + 2 MP Dual Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,512,Snapdragon 8s Gen3,8.0,3.0,Octa,6.78,1224 x 2700,120.0,50.0,50.0,1224.0,2700.0,Yes,14,No,14.0
Samsung Galaxy F15 5G,11990,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.45 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.45,1080 x 2340,90.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
Vivo V30 5G,25499,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,128,Snapdragon 7 Gen3,8.0,2.63,Octa,6.78,1260 x 2800,120.0,50.0,50.0,1260.0,2800.0,Yes,14,No,14.0
Samsung Galaxy F22 (6GB RAM + 128GB),12000,74.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Helio G80, Octa Core, 2 GHz Processor","6.4 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",48 MP Quad Rear & 13 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,6,128,Helio G80,8.0,2.0,Octa,6.4,720 x 1600,90.0,48.0,13.0,720.0,1600.0,Yes,1,Android,11.0
Samsung Galaxy S20 FE 5G,47999,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Snapdragon 865, Octa Core, 2.84 GHz Processor","6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",12 MP + 12 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v10,Dual Sim,1,1,1,1,1,1,0,8,128,Snapdragon 865,8.0,2.84,Octa,6.5,1080 x 2400,120.0,12.0,32.0,1080.0,2400.0,Yes,0,Android,10.0
Nothing Phone 3a Pro (8GB RAM + 256GB),29024,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen 3, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,8,256,Snapdragon 7s Gen 3,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,50.0,1080.0,2392.0,No,0,Android,15.0
Tecno Pop 9 5G (8GB RAM + 128GB),9599,77.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1612 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1612,120.0,48.0,8.0,720.0,1612.0,Yes,1,Android,14.0
Realme P2 Pro (12GB RAM + 256GB),18999,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,12,256,Snapdragon 7s Gen 2,8.0,2.4,Octa,6.7,1080 x 2412,120.0,50.0,32.0,1080.0,2412.0,Yes,14,No,14.0
Tecno Pova 6 Neo 5G,11999,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",108 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,6,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,108.0,8.0,720.0,1600.0,Yes,0,Android,14.0
Samsung Galaxy M35 5G (8GB RAM + 256GB),19499,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Exynos 1380, Octa Core, 2.4 GHz Processor","6.6 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,8,256,Exynos 1380,8.0,2.4,Octa,6.6,1080 x 2340,120.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
OPPO A3x 5G,11499,67.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",8 MP Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,8.0,5.0,720.0,1604.0,Yes,0,Android,14.0
Samsung Galaxy A55 5G (12GB RAM + 256GB),34440,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Exynos 1480, Octa Core, 2.7 GHz Processor","6.6 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 5 MP Triple Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,12,256,Exynos 1480,8.0,2.7,Octa,6.6,1080 x 2340,120.0,50.0,32.0,1080.0,2340.0,Yes,1,Android,14.0
Xiaomi Redmi Note 13 Pro Plus 5G,24999,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 7200 Ultra, Octa Core, 2.8 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",200 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 7200 Ultra,8.0,2.8,Octa,6.67,1220 x 2712,120.0,200.0,16.0,1220.0,2712.0,No,0,Android,13.0
Vivo Y100A (8GB RAM + 256GB),13000,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Snapdragon 695, Octa Core, 2.2 GHz Processor","6.38 inches, 1080 x 2400 px, 90 Hz Display with Punch Hole",64 MP + 2 MP + 2 MP Triple Rear & 16 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,0,8,256,Snapdragon 695,8.0,2.2,Octa,6.38,1080 x 2400,90.0,64.0,16.0,1080.0,2400.0,Yes,0,Android,13.0
Google Pixel 6 Pro (12GB RAM + 256GB),34499,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Tensor , Octa Core, 2.8 GHz Processor","6.71 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",50 MP + 48 MP + 12 MP Triple Rear & 11.1 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,256,Tensor ,8.0,2.8,Octa,6.71,1440 x 3120,120.0,50.0,,1440.0,3120.0,Yes,12,No,14.0
Google Pixel 8 Pro,58999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 128 GB inbuilt","Tensor G3, Nine Cores, 3 GHz Processor","6.7 inches, 1344 x 2992 px, 120 Hz Display with Punch Hole",50 MP + 48 MP + 48 MP Triple Rear & 10.5 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,128,Tensor G3,,3.0,Nine,6.7,1344 x 2992,120.0,50.0,,1344.0,2992.0,Yes,14,No,14.0
Vivo T4 Ultra (12GB RAM+ 256GB),38499,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,12,256,Dimensity 9300 Plus,8.0,3.25,Octa,6.67,1260 x 2800,120.0,50.0,32.0,1260.0,2800.0,No,0,Android,15.0
POCO C71 (6GB RAM + 128GB),7240,71.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Unisoc T7250, Octa Core, 1.8 GHz Processor","6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",32 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,0,1,1,0,0,6,128,Unisoc T7250,8.0,1.8,Octa,6.88,720 x 1640,120.0,32.0,8.0,720.0,1640.0,Yes,2,Android,15.0
Realme P3 Pro 5G (12GB RAM +256GB),22995,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,12,256,Snapdragon 7s Gen3,8.0,2.5,Octa,6.83,1272 x 2800,120.0,50.0,16.0,1272.0,2800.0,Yes,15,No,14.0
